id,first_name,last_name,date_born,pet
193-16-5792,Chicky,O'Scanlon,5/20/1979,Black-necked stork
410-60-7467,Ellery,Hatzar,1/16/1975,Giant heron
836-17-4902,Bunny,Zukierman,6/6/1976,"Tinamou, elegant crested"
471-88-1399,Jeffrey,Water,8/17/1994,"Cat, toddy"
267-58-3120,Burtie,Nevins,12/11/1996,Kori bustard
477-50-8429,Stan,Klus,3/16/1986,"Dove, laughing"
658-29-8552,Ethan,Jelks,8/10/1974,Sea birds (unidentified)
399-24-4427,Dan,Springford,12/6/1976,Gambel's quail
311-16-5201,Richy,Geyton,7/7/1977,"Catfish, blue"
510-47-8134,Arlee,McCrainor,7/2/1974,White-winged tern
153-84-1263,Wendeline,Murrie,3/3/1993,"Hornbill, leadbeateri's ground"
329-23-2523,Gottfried,Beany,8/21/1998,Little cormorant
308-98-6909,Shina,Mc Caughan,1/14/1975,Tsessebe
238-24-3711,Judie,Hamblett,1/10/1978,Giant armadillo
488-66-6375,Marin,Hunter,8/20/1979,"Hare, arctic"
542-30-1989,Wolfie,Heggs,4/7/1995,Greater flamingo
335-81-5302,Lee,Gurton,10/18/1984,Common wombat
535-97-1372,Brice,Anscombe,11/11/1984,"Corella, long-billed"
760-56-7761,Christy,Pattington,4/12/1990,Cottonmouth
229-34-4903,Simonette,Tille,11/28/1981,"Heron, yellow-crowned night"
773-57-6014,Jeanelle,Cosford,8/27/1978,"Grouse, greater sage"
194-09-1154,Hyman,Rasp,12/18/1993,Blue-tongued skink
479-87-8734,Kerri,Vowell,12/10/1996,Mule deer
381-72-1717,Leyla,Ipsley,9/9/1977,African clawless otter
156-50-6244,Gloriana,Safell,7/15/1973,"Monkey, red howler"
500-27-0697,Meggie,Johansson,7/28/1999,Mara
729-54-9980,Wallie,Stonhewer,9/7/1975,"Zebra, common"
787-92-7779,Sula,Wyre,9/9/1984,Southern ground hornbill
746-30-0099,Courtney,Glidder,4/20/1978,Black-tailed deer
502-20-3955,Myrtle,Passion,6/23/1999,"Penguin, fairy"
279-03-4323,Carmelina,Lornsen,2/11/1999,"Waterbuck, common"
200-64-0115,Curt,Adriani,8/9/1973,"Francolin, coqui"
208-89-5809,Loleta,Crewther,10/11/1988,"Glider, squirrel"
454-63-4177,Daisy,Lazonby,5/23/1974,"Gecko, ring-tailed"
328-91-2546,Conny,Ortler,9/27/1978,Azara's zorro
160-15-2531,Connor,Gamblin,1/28/1983,African lynx
195-77-6086,Tiffy,Outibridge,12/21/1988,"Otter, giant"
358-69-5689,Anallese,Ainger,2/26/1977,Indian giant squirrel
806-44-7253,Reed,Kenneway,4/22/1983,Springhare
604-86-8847,Kimball,Jannaway,10/27/1986,Butterfly (unidentified)
490-28-9402,Candide,Yerson,12/10/1983,"Iguana, land"
492-54-1929,Daron,Ellesworthe,5/30/1991,Brazilian tapir
875-09-6603,Griz,Beig,12/11/1991,"Gnu, brindled"
175-20-8977,Ingra,Breem,8/6/1977,Potoroo
883-62-8764,Sherrie,Storm,4/12/1973,"Duck, mountain"
144-69-1596,Emerson,Salt,7/4/1986,Paca
414-72-0761,Conrade,Merrell,2/18/1986,Reindeer
464-60-5064,Emalia,Iacovacci,9/5/1994,"Capuchin, white-fronted"
837-67-0479,Lainey,Yvon,9/30/1986,Green vine snake
579-03-7302,Obed,Wingeat,4/15/1981,"Kangaroo, red"
657-28-2697,Alister,Mitchenson,4/28/1999,"Eagle, bald"
238-11-0775,Arline,Broske,2/15/1999,"Vulture, oriental white-backed"
567-65-7049,Gustav,Byrom,1/4/1994,Asian foreset tortoise
182-61-9711,Ikey,Morfell,3/12/1974,"Monitor, two-banded"
233-46-6490,Goldina,Victoria,4/29/1998,"Viper, egyptian"
243-92-7043,Nerte,Killcross,8/7/1979,Little brown bat
446-88-6791,Annis,Ploughwright,1/5/1974,"Stork, woolly-necked"
265-81-4315,Pepillo,Millson,10/18/1992,Indian leopard
249-59-0502,Austina,Emtage,3/15/1985,Chimpanzee
646-26-1153,Conn,Hould,1/28/1976,"Gonolek, burchell's"
318-55-3608,Ozzie,Copnell,2/11/1991,"Lizard, mexican beaded"
328-16-0394,Rudolph,Brigstock,6/16/1991,Hippopotamus
328-72-5390,Sherri,Witcherley,6/18/1990,"Whale, long-finned pilot"
178-16-3064,Mildrid,MacVean,1/11/1976,Egyptian vulture
259-14-8155,Jervis,St. Ledger,11/26/1981,Bateleur eagle
637-37-6362,Nicole,Jorio,7/23/1973,"Tortoise, burmese brown mountain"
153-21-5312,Min,Brychan,10/11/1989,Eleven-banded armadillo (unidentified)
215-35-6146,Harriot,Beeby,9/24/1981,Arboral spiny rat
281-77-7122,Virgie,Chipman,3/13/1992,Grey-footed squirrel
621-08-1245,Dotti,Wooffinden,4/3/1984,Kongoni
377-36-0320,Moyna,Ransom,8/6/1973,"Lapwing, southern"
691-68-4413,Ricky,Swarbrigg,10/7/1979,Galapagos tortoise
252-10-5085,Ricoriki,Beagrie,8/10/1973,Great horned owl
724-30-5113,Lazare,Elwell,7/21/1981,Antelope ground squirrel
411-45-5546,Pauly,Heifer,7/15/1978,"Crow, american"
732-99-7291,Irina,Blune,2/27/1988,"Lechwe, kafue flats"
348-37-8626,Stephen,Westlake,3/27/1998,"Tern, white-winged black"
566-20-2055,Felicle,Robillart,10/14/1973,Currasow (unidentified)
498-04-3386,Rowney,Toomer,1/5/1993,"Snake, green vine"
130-95-0710,Marchelle,De Benedetti,12/20/1976,"Rhea, gray"
814-61-6882,Alano,Gottschalk,1/13/1982,Small-clawed otter
733-77-7053,Alexi,Schneidar,9/25/1990,"Plover, three-banded"
341-32-4655,Faustina,Speers,5/30/1996,Boat-billed heron
463-38-3428,Linette,Ranner,1/27/1985,Lapwing (unidentified)
103-22-4036,Hanna,Lewnden,3/9/1995,"Badger, honey"
192-17-1424,Amabelle,Stucksbury,11/9/1979,Indian giant squirrel
238-19-6679,Anstice,Bambridge,12/13/1976,"Cat, african wild"
289-89-6899,Martynne,Anstead,10/16/1983,"Puffin, horned"
819-76-7390,Paloma,Kilgallon,11/26/1973,White-winged tern
889-86-6088,Norene,MacArthur,1/29/1993,Indian red admiral
493-58-9829,Korella,Redwin,3/28/1976,Steller's sea lion
448-99-3991,Woodman,Kigelman,4/12/1990,"Gull, pacific"
332-88-9627,Evyn,Ginni,11/3/1994,Greater sage grouse
559-38-6618,Kira,Hurt,3/26/1989,"Skink, blue-tongued"
778-43-0460,Franz,Klauber,5/17/1974,"Wallaby, agile"
752-44-0948,Kai,Yankishin,11/10/1997,Southern right whale
161-07-6978,Griff,Cheers,5/26/1999,"Echidna, short-beaked"
155-70-0667,Korney,Hacard,2/9/1977,Eastern cottontail rabbit
344-93-9951,Auria,Gilliat,4/27/1977,"Snake, tiger"
158-03-3414,Alida,Severns,11/28/1997,"Cormorant, great"
544-55-6767,Chicky,Carette,3/24/1973,"Otter, north american river"
514-35-9803,Tyler,Halford,11/14/1999,Paddy heron (unidentified)
797-68-5282,Horst,Ingles,4/20/1991,Oriental short-clawed otter
241-13-9128,Broddy,Cullabine,7/12/1986,"Boa, malagasy ground"
692-81-0770,Michel,Dakhov,2/5/1984,"Langur, gray"
699-95-8222,Nevsa,Linstead,7/18/1979,"Beaver, north american"
362-77-2836,Gerrilee,Kennedy,6/8/1987,Grizzly bear
622-01-9767,Regen,Greaves,9/5/1993,"Lion, galapagos sea"
322-33-6553,Virge,Stut,6/24/1988,"Hyena, spotted"
193-63-9724,Joanna,McRannell,4/5/1985,"Cormorant, large"
374-47-3872,Kathie,Merriment,2/21/1993,Fat-tailed dunnart
726-96-8407,Anson,Pavlovsky,12/4/1974,Common mynah
628-74-9707,Gerda,Donner,5/1/1992,"Avocet, pied"
325-42-0944,Saudra,Jenkin,12/19/1986,"Pigeon, feral rock"
247-63-9604,Alexis,Downes,5/11/1990,Monitor lizard (unidentified)
270-18-9162,Maryellen,Sidry,2/10/1974,Cormorant (unidentified)
280-12-7966,Michaela,Saw,10/19/1989,"Creeper, black-tailed tree"
433-77-8813,Guy,Mc Combe,6/30/1997,"Loris, slender"
284-32-3983,Beltran,Worsham,12/19/1984,Emerald green tree boa
893-67-6734,Richy,Caselli,11/13/1979,Gila monster
785-92-9826,Shandy,Mattacks,7/7/1997,Common melba finch
255-09-9808,Zonnya,Gianolo,11/3/1991,Blue racer
137-95-2778,Roanne,Heaysman,12/27/1981,"Pheasant, ring-necked"
886-39-2463,Olwen,Milburne,5/3/1983,Black-fronted bulbul
369-42-0051,Duffy,Shevill,9/21/1983,"Mongoose, eastern dwarf"
819-54-2891,Rafaelita,Pieroni,8/21/1979,"Shrike, common boubou"
718-15-6092,Samara,Rieger,10/31/1973,Lesser mouse lemur
261-35-2235,Sylvia,Normanvill,9/30/1999,"Crane, brolga"
315-16-7389,Chanda,Bazoge,2/8/1973,"Peacock, blue"
153-64-2879,Giovanna,Sundin,5/6/1985,Little heron
496-31-4456,Eamon,Fagan,3/28/1996,Monitor lizard (unidentified)
862-03-2174,Enrique,Rosengarten,3/25/1983,Denham's bustard
683-18-7255,Norri,Gregoriou,9/12/1995,Ring-tailed coatimundi
820-78-8870,Elliot,Moehler,10/2/1999,"Buffalo, wild water"
864-67-7460,Frannie,Lippatt,9/9/1977,Asian elephant
305-30-3738,Shermy,Kezor,5/17/1994,Galapagos penguin
545-86-3228,Butch,Woodwing,5/23/1998,Worm snake (unidentified)
473-33-4713,Taylor,Fee,10/31/1991,"Eagle, pallas's fish"
452-43-0568,Niko,Daviddi,10/1/1997,Stone sheep
134-23-9642,Ronica,Given,8/14/1975,Large cormorant
576-03-2096,Trip,Cotterrill,9/16/1987,Sarus crane
487-26-7126,Jerrold,De Souza,3/3/1981,"Cat, european wild"
841-83-7916,Maximilien,Hadcock,12/29/1979,Tropical buckeye butterfly
743-98-9962,Barty,Duddan,8/2/1976,White-fronted capuchin
396-49-7018,Gunner,Whorlow,4/12/1988,"Toucan, red-billed"
823-29-1955,Fay,Feetham,11/5/1978,"Raven, white-necked"
551-69-4236,Estevan,Fraanchyonok,4/14/1976,African elephant
759-81-5324,Ernaline,Larchiere,2/9/1992,Onager
328-75-5160,Constance,Ogg,12/13/1980,"Lemur, brown"
536-46-3195,Ancell,Pritty,8/17/1995,"Baboon, savanna"
614-71-8401,Yolanda,Pigeram,12/31/1986,Australian brush turkey
508-08-2015,Maisie,Aberkirder,8/18/1975,Black-capped capuchin
620-30-8139,Stefano,Kleeman,9/19/1991,"Gull, swallow-tail"
337-64-9775,Broderic,Rown,2/4/1973,Eastern white pelican
882-18-6402,Cleve,Carlesso,3/9/1975,"Wapiti, elk,"
259-09-4504,Adriane,Gourdon,1/10/1997,"Racer, blue"
350-06-6084,Merrick,Cambell,6/17/1997,Red kangaroo
545-01-6995,Chrissy,Caudwell,10/8/1995,"Cockatoo, roseate"
228-68-5598,Cacilie,Swigger,8/19/1977,"Goose, andean"
889-53-6449,Ewell,McQuillen,6/16/1974,Springbok
563-61-5215,Goldia,Babar,1/23/1996,"Racer, american"
794-17-1963,Kelsey,Hepher,9/19/1995,Great cormorant
103-42-1024,Madelena,Ainslie,7/4/1985,"Jackal, asiatic"
373-08-7345,Cherin,Glamart,1/24/1992,"Lemming, collared"
200-72-3401,Malissa,Rickson,10/12/1978,"Vulture, egyptian"
262-07-7301,Arliene,Lozano,4/1/1974,"Cormorant, pied"
224-26-8945,Betsey,Clappison,5/11/1994,"Shelduck, european"
688-10-8154,Carolin,Kobel,11/16/1989,"Pelican, great white"
589-45-8532,Arda,Harrinson,2/6/1998,Black-throated cardinal
370-42-7585,Chicky,Dyerson,3/5/1993,European spoonbill
650-10-4079,Joanie,Millott,5/28/1975,Silver-backed fox
456-59-9778,Eirena,Bartosek,2/24/1980,"Tortoise, burmese black mountain"
780-44-7267,Scotti,Lambe,7/7/1984,"Waxbill, blue"
297-08-9317,Gustaf,Filippo,12/28/1985,Sambar
334-75-1226,Jeannine,Tremoille,4/7/1984,"Penguin, magellanic"
364-65-5399,Eulalie,Muge,2/10/1983,Suricate
334-60-0125,Rosanne,Gofford,4/1/1980,Rhesus macaque
274-65-2921,Levey,Figgins,9/16/1998,Nelson ground squirrel
389-17-4222,Dorian,Haldene,3/22/1983,"Lizard, collared"
687-43-2117,Daron,Brisco,10/25/1974,"Turkey, wild"
786-24-6879,Waylen,Kornacki,4/21/1973,Frilled lizard
782-25-5993,Charlotta,Ellens,3/13/1994,Bird (unidentified)
754-71-1843,Elenore,Hollyard,4/3/1974,Dingo
261-32-6339,Lorene,Brunesco,10/22/1995,"Shrike, common boubou"
127-05-3753,Evangelia,Davie,7/30/1975,Kinkajou
259-69-2791,Rutledge,Gwin,3/21/1991,Short-nosed bandicoot
722-80-2827,Vincents,Ahlin,12/19/1999,Long-tailed skua
551-28-1313,Emyle,Schrieves,7/30/1981,"Eagle, bateleur"
797-31-3632,Ramsay,Statham,10/17/1990,"Lemur, ring-tailed"
186-43-6724,Huey,Gaffer,6/7/1990,Silver-backed jackal
268-95-6163,Elna,Jenik,3/9/1975,"Moorhen, purple"
333-05-9273,Armando,Halshaw,7/14/1993,"Beaver, north american"
637-81-1841,Uta,Crigin,6/29/1977,Currasow (unidentified)
512-37-0952,Giacobo,Fox,11/16/1981,"Bustard, stanley"
119-62-8659,Yuri,Molyneux,7/22/1975,Beisa oryx
590-07-6366,Candace,Amner,9/3/1985,Red-winged hawk (unidentified)
789-81-8755,Shelli,Seathwright,6/16/1978,"Deer, red"
100-68-9390,Cherianne,Krzyzowski,11/16/1976,"Booby, masked"
396-31-6577,Jase,Comben,1/20/1975,Australian brush turkey
530-65-0930,Maura,Chasteney,10/1/1999,Magellanic penguin
491-17-9880,Hobey,Gwynn,9/1/1987,"Monkey, vervet"
257-04-9523,Karin,Mellor,11/27/1990,Suricate
186-14-5155,Gerti,Gerrelts,7/19/1981,Plains zebra
581-60-6403,Georgi,Raye,12/27/1993,"Cow, scottish highland"
355-91-0474,Cash,Cambling,8/3/1988,"Moorhen, purple"
551-02-6941,Cyb,Ronchka,12/30/1975,Southern brown bandicoot
221-09-4872,Mina,Sketch,7/16/1984,"Lemur, brown"
845-41-2842,Griffie,Cadell,3/25/1982,Ring-tailed lemur
481-52-2606,Kendra,Doncom,6/19/1989,"Fox, silver-backed"
550-25-6171,Inge,Mulvihill,7/6/1992,Black-footed ferret
503-31-0417,Shoshana,Coaten,6/20/1990,"Turaco, violet-crested"
808-82-5006,Xylina,Dann,5/28/1998,"Sunbird, lesser double-collared"
861-48-1909,Olivette,Tavener,3/23/1999,Chital
878-71-8703,Jodie,Sabates,6/11/1987,"Wolf, timber"
369-19-8139,Lianna,Littlechild,6/6/1993,Long-tailed jaeger
842-85-6497,Lezlie,Nevin,12/26/1995,Slender loris
614-46-1796,Ninette,Schutte,10/27/1997,"Lizard, desert spiny"
608-38-8274,Gustavo,Innwood,1/2/1974,Indian tree pie
158-30-3149,Simonette,Wetter,12/12/1979,"Dove, emerald-spotted wood"
877-05-9649,Barbabas,Newsome,10/9/1977,Eastern diamondback rattlesnake
865-62-1539,Carry,Powdrell,3/15/1984,Elegant crested tinamou
571-90-1154,Farrel,Morigan,3/3/1975,King vulture
724-77-6760,Audre,Garrat,10/16/1982,"Squirrel, african bush"
558-98-1443,Winnifred,Smallwood,8/10/1982,"Heron, boat-billed"
434-42-7149,Anni,MacGibbon,3/5/1981,Musk ox
325-80-6490,Beverley,Gensavage,6/14/1987,Large-eared bushbaby
262-55-8161,Yolanda,Bottjer,11/28/1992,Red-billed buffalo weaver
118-36-7817,Wilt,Harnwell,12/14/1988,Civet (unidentified)
699-07-7347,Loralyn,Vedmore,6/28/1992,House crow
483-62-3323,Donaugh,Byneth,4/1/1996,"Glider, squirrel"
547-21-0281,Brinna,Fyldes,10/6/1996,"Hartebeest, coke's"
736-57-9301,Nikki,Causnett,5/4/1995,Malagasy ground boa
472-45-0283,Lesley,McCree,5/11/1982,"Lion, steller sea"
857-66-3265,Chaim,McFeat,7/23/1991,Savanna baboon
756-15-6575,Percy,Barz,1/31/1998,"Avocet, pied"
543-92-5392,Sarena,Brabbins,10/26/1992,"Eagle, bateleur"
173-34-5066,Andrea,Kaasman,12/31/1979,"Seal, northern elephant"
178-08-9635,Steward,Folger,6/12/1998,Asian red fox
333-66-2816,Joline,Mompesson,6/25/1975,Ant (unidentified)
537-75-9747,Ronny,Catlin,8/8/1984,Southern right whale
715-02-4300,Sherwynd,Knevett,1/1/1975,Pacific gull
395-40-4710,Ajay,Babalola,4/13/1987,"Magpie, black-backed"
402-59-5965,Donny,Calderbank,10/20/1976,"Tarantula, salmon pink bird eater"
281-15-2634,Cloris,Lefort,8/8/1975,"Camel, dromedary"
607-07-7160,Minette,Domelaw,9/30/1980,Cook's tree boa
791-51-4683,Ferne,Hatherley,6/30/1980,"Wombat, southern hairy-nosed"
656-65-4909,Ham,Fosdike,10/21/1978,Indian mynah
367-19-0255,Omar,Thaw,7/22/1995,"Otter, north american river"
814-69-4620,Sebastiano,Tyrwhitt,6/16/1975,"Puma, south american"
843-32-1366,Hester,Ferdinand,1/10/1988,"Capuchin, weeper"
152-65-8957,Gregoire,Garrat,10/18/1982,"Vulture, egyptian"
555-50-9282,Stevena,Kenrat,12/29/1983,Bleeding heart monkey
202-53-5667,Lothaire,Strelitzer,2/9/1976,"Lion, steller sea"
832-14-7407,Tuesday,Durrell,8/12/1989,"Duiker, common"
285-89-1283,Nicoli,Gheeorghie,3/30/1974,"Marten, american"
328-85-7935,Aldin,Origan,12/19/1994,"Frogmouth, tawny"
277-74-1769,Albie,Stripp,8/25/1977,Red-legged pademelon
333-45-4162,Angie,Hurlestone,1/7/1975,Slender-billed cockatoo
898-03-9533,Tabby,Edon,12/31/1987,Southern lapwing
450-56-0490,Di,Dowsey,6/17/1981,Hanuman langur
701-93-8532,Humfried,Briscow,5/20/1985,Brolga crane
755-85-0580,Shane,Bolding,3/24/1994,Blue racer
220-26-2588,Ediva,Slopier,10/31/1979,"Hawk, ferruginous"
222-81-0228,Wilmar,Knotte,8/24/1994,"Kiskadee, great"
500-73-7470,Perle,Scothern,12/21/1999,"Hare, arctic"
215-93-1363,Bourke,Sinott,11/6/1989,"Cockatoo, sulfur-crested"
314-14-6871,Cross,Norvell,7/9/1996,"Civet, common palm"
783-28-2127,Pren,Del Dello,5/28/1975,"Deer, spotted"
417-21-9780,Erika,Reaman,10/2/1999,Tyrant flycatcher
368-57-0949,Farleigh,Kmicicki,2/12/1983,Marine iguana
396-39-3955,Kalila,Agerskow,7/30/1984,European shelduck
584-38-7481,Nell,Bollard,11/19/1974,"Nighthawk, common"
497-01-2127,Amargo,Elloy,6/8/1987,"Magpie, australian"
275-48-0934,Sigrid,Comley,10/13/1985,Steenbok
241-51-3185,Udale,Duigan,8/25/1983,"Wallaby, whip-tailed"
361-24-7421,Anneliese,Grewes,11/10/1987,Blue waxbill
259-55-6605,Darrin,Ference,5/20/1983,"Turtle, eastern box"
149-03-4347,Barbie,Monckman,2/26/1974,Galapagos tortoise
415-09-3451,Mei,McTurlough,11/5/1981,Yellow-billed hornbill
360-26-9079,Jock,MacDearmaid,11/30/1974,"Cat, long-tailed spotted"
630-73-8988,Wash,Macro,11/3/1978,"Peacock, blue"
767-16-5187,Casey,Guido,5/23/1981,"Squirrel, eastern fox"
855-81-8579,Lindon,Eggleston,9/13/1998,"Devil, tasmanian"
769-01-6936,Gabriele,Elfe,9/9/1999,Long-crested hawk eagle
686-88-6264,Tamas,Taudevin,12/8/1993,Giant otter
155-13-1238,Ulysses,Blaxall,2/7/1974,Nile crocodile
793-17-1015,Phillipp,Daw,10/16/1991,Tayra
159-53-9686,Charity,Crayden,1/13/1974,House sparrow
809-43-5816,Jefferson,Glackin,7/12/1993,"Rabbit, eastern cottontail"
813-66-5817,Ronica,McGing,2/10/1986,"Skimmer, four-spotted"
297-58-1007,Dorey,Hotton,6/1/1974,"Vulture, griffon"
783-32-8941,Bartholomeo,Mathiot,5/28/1990,"Eagle, african fish"
746-36-0046,Elbertine,Noot,7/13/1998,"Phalarope, red"
897-43-7088,Humbert,Snalum,3/11/1975,"Lizard, giant girdled"
390-17-8170,Ansel,Dunthorn,9/6/1983,Golden jackal
610-74-4626,Gwenny,Jerche,4/19/1992,"Dragonfly, russian"
796-20-5325,Ozzie,Fominov,12/17/1991,"Stork, white"
147-91-3562,Devin,Larimer,12/22/1999,Black-faced kangaroo
479-13-4020,Roslyn,Haucke,10/8/1979,Western patch-nosed snake
249-03-6804,Charita,Renne,11/18/1987,"Lion, south american sea"
463-32-5299,Kristal,Rocks,7/28/1993,Lesser mouse lemur
268-51-0149,Julianna,Walesa,4/18/1978,"Vulture, white-headed"
781-24-5683,Lenna,McGenn,7/19/1975,Indian leopard
319-30-3676,Raffaello,Vale,8/20/1994,"Crake, african black"
864-53-2468,Hasheem,Harvison,7/14/1987,"Baboon, chacma"
138-06-9181,Manon,Parrin,10/14/1975,"Hare, arctic"
461-79-4700,Egbert,Guess,9/10/1996,"Nuthatch, red-breasted"
197-47-7270,Samaria,Priden,8/8/1976,Thomson's gazelle
630-90-7146,John,Zannuto,8/5/1973,"Lemming, arctic"
502-94-1134,Ruthann,Wicken,5/20/1976,Nyala
160-78-5180,Keary,Biddiss,11/8/1973,"Pheasant, common"
435-38-4395,Christan,Wyley,1/20/1977,Kinkajou
860-64-6815,Karrah,Sturdgess,3/6/1998,Asian openbill
393-53-6469,Moreen,Ramsby,11/24/1986,Chameleon (unidentified)
408-67-5156,Northrop,Middleditch,8/18/1974,"Capuchin, black-capped"
349-70-1460,Bay,Measham,10/4/1998,Python (unidentified)
814-24-8266,Magdalen,Capehorn,8/21/1996,White-browed sparrow weaver
818-68-8886,Maddy,Eveling,11/29/1997,Racer snake
433-79-6976,Wilfred,Camfield,7/23/1996,Plains zebra
698-52-5300,Kelsi,Going,5/15/1997,Turkey vulture
324-19-8681,Carola,Simakov,2/10/1998,Blue-footed booby
892-50-3178,Haywood,Gaddesby,7/12/1976,African snake (unidentified)
694-31-7210,Deborah,Kinghorne,8/30/1975,"Anteater, giant"
256-21-6824,Stirling,Dreelan,3/8/1991,"Duck, blue"
328-33-6052,Tab,Briereton,7/8/1983,Great horned owl
860-74-8449,Sheilakathryn,Cheine,10/18/1984,Crowned hawk-eagle
772-76-4086,Axe,Hallett,8/8/1974,Small-clawed otter
587-87-4773,Sauncho,Braunroth,9/27/1993,"Alligator, mississippi"
378-92-1357,Nikos,Liddiard,11/14/1990,"Cat, cape wild"
208-79-9738,Caryn,Boynton,2/4/1980,"Seal, common"
683-97-4287,Lazarus,Yearn,2/28/1995,"Reedbuck, bohor"
839-96-6665,Holly-anne,Moyers,9/9/1979,"Skink, african"
885-28-3262,Ludovico,Verney,8/9/1991,Chacma baboon
616-37-4403,Tymon,Stood,9/6/1997,"Fox, crab-eating"
707-01-4111,Tracy,Mitchelmore,4/29/1988,"Hyena, brown"
624-55-4283,Kaspar,Iacovelli,9/28/1980,Polar bear
106-96-6208,Berti,Kubasiewicz,10/30/1985,Mexican beaded lizard
233-30-5394,Hazlett,Manolov,11/3/1999,Wild boar
321-91-8290,Dollie,McEwan,6/2/1973,Knob-nosed goose
248-90-1758,Roxanna,Deplacido,6/12/1978,Red meerkat
374-01-2476,Ruby,Evitts,11/1/1992,"Pintail, white-cheeked"
465-46-9215,Marthena,Batkin,5/28/1977,Desert spiny lizard
118-64-9783,Timothea,Rucklesse,9/23/1994,Black spider monkey
653-11-1351,Eberhard,Forge,7/8/1980,Pale white-eye
790-44-0030,Rica,Skoggins,7/14/1997,Long-billed corella
533-74-0134,Avery,Pretorius,7/3/1997,"Glider, sugar"
421-13-3687,Arlene,Errowe,8/5/1973,Jaguarundi
110-57-2304,Daniela,Ryhorovich,12/21/1973,"Stork, black-necked"
525-34-3216,Joshuah,Duplock,10/10/1979,Stick insect
868-87-9036,Gaile,Troker,7/5/1987,Lesser mouse lemur
152-95-7173,Kimble,Bannister,10/5/1973,"Sloth, two-toed"
439-92-9776,Jaclyn,Turrell,10/11/1988,Common wallaroo
100-59-8314,Leodora,Rosborough,12/24/1989,"Tern, royal"
239-89-6134,Shanan,Glasner,12/12/1991,Gray heron
496-72-3019,Barnett,Meugens,12/5/1986,Old world fruit bat (unidentified)
260-02-6013,Harmony,Moreno,6/10/1983,"Vulture, oriental white-backed"
601-52-8032,Halimeda,Rekes,5/9/1997,"Vulture, white-headed"
607-54-9142,Devlin,Grieves,10/22/1991,"Badger, eurasian"
526-71-7574,Josee,Hewkin,7/25/1981,Helmeted guinea fowl
425-15-3323,Marillin,Kroin,12/26/1977,"Crane, wattled"
254-60-3169,Judith,Shedden,9/6/1986,"Iguana, marine"
580-82-4025,Shawn,Collinge,7/28/1978,"Pelican, eastern white"
494-85-0692,Rebecca,Arnaudet,5/12/1989,"Racer, blue"
581-34-2061,Jed,Ware,5/25/1977,"Pelican, great white"
145-48-5787,Midge,Cicchetto,10/7/1987,Boat-billed heron
403-62-5337,Carole,Kingsnoad,1/24/1995,"Sungazer, yellow-brown"
433-52-8074,Merrilee,Emmanueli,12/20/1995,Spectacled caiman
239-48-4909,Bethanne,Bamlett,7/23/1998,Long-necked turtle
560-91-4384,Selig,Navein,7/24/1989,"Bleu, red-cheeked cordon"
309-65-6494,Clarey,Gotliffe,2/14/1997,"Mynah, common"
794-54-9343,Elbertine,Larkkem,11/28/1978,"Admiral, indian red"
102-87-4537,Hermy,Ivan,9/6/1979,"Raccoon, common"
228-90-4079,Haven,Hearne,2/22/1978,Oriental short-clawed otter
709-97-1412,Mariska,Cayzer,1/7/1995,"Francolin, coqui"
891-69-1831,Georgie,Fiorentino,11/1/1994,Indian peacock
245-09-8794,Amelia,Osband,10/7/1985,African black crake
729-49-1950,Aleta,Mingey,10/22/1975,Bontebok
528-64-4191,Oralle,Harme,3/9/1994,Praying mantis (unidentified)
862-94-5729,Corissa,Ibbett,8/18/1983,"Langur, gray"
697-91-6430,Balduin,Granleese,5/11/1987,"Eagle, long-crested hawk"
731-25-3494,Sauncho,Leer,2/17/1979,Dromedary camel
415-79-4331,Peyton,Badgers,10/10/1987,Small Indian mongoose
731-96-1597,Roderich,Yuryichev,8/25/1978,"Dog, black-tailed prairie"
394-57-0249,Iago,Vann,4/28/1993,American alligator
887-81-6686,Joanne,Smead,12/31/1977,"Kingfisher, white-throated"
843-20-1923,Heywood,Masterman,7/14/1985,Painted stork
867-22-4135,Maurizio,Bursnall,9/29/1973,Steenbuck
178-62-3463,Winthrop,Feltham,8/23/1979,"Bat, little brown"
875-60-9147,Sigismondo,Sugden,12/31/1985,African skink
246-85-7612,Rosalynd,Halms,12/25/1991,"Darter, african"
418-72-0861,Merline,Steutly,7/30/1980,Eastern grey kangaroo
446-48-5690,Aloysia,Thornhill,1/13/1994,"Openbill, asian"
308-90-1759,Nonna,Franks,5/19/1989,"Cat, ringtail"
512-09-7293,Derrek,Corbie,9/30/1973,"Mongoose, javan gold-spotted"
254-10-9376,Paula,Barber,3/8/1984,"Eland, common"
182-44-2288,Netta,Leverentz,9/13/1986,Common eland
495-56-8793,Kaylyn,Locksley,11/6/1981,"Bee-eater, nubian"
224-66-6010,Araldo,Goulter,3/3/1978,Platypus
180-70-4348,Casandra,Gaffney,1/13/1973,"White-eye, pale"
481-77-6895,Bette,Causby,2/8/1984,"Cat, european wild"
212-30-4069,Casper,Campes,9/28/1998,"Zebra, common"
393-97-1040,Almire,Dewhurst,12/9/1985,Red-shouldered glossy starling
872-94-0230,Mauricio,Giffen,9/3/1987,"Porcupine, crested"
397-08-2657,Wylma,Krolman,10/17/1977,"Glider, sugar"
146-29-6061,Vitoria,Whitlaw,2/3/1988,Common mynah
868-26-1755,Norbert,Robertucci,5/24/1977,Lesser masked weaver
